,name,image_url,description,website,linkedin,crunchbase_url,headquarters_location
568,Sans Permis,https://images.crunchbase.com/image/upload/t_cb-default-original/bm4qyzcsj2yutjutq5i2,Sans Permis is a clothing label which create a genuinely valuable product that stands the test of time.,https://sanspermisny.com,https://www.linkedin.com/company/sacrivice,https://www.crunchbase.com/organization/sans-permis,"New York, New York, United States, North America"
569,Skylark AI,https://images.crunchbase.com/image/upload/t_cb-default-original/b3rjcogam3slcyndd9ux,Desktop SaaS,https://skylarkai.com,https://www.linkedin.com/company/skylarkai/?viewAsMember=true,https://www.crunchbase.com/organization/skylark-ai,"New York, New York, United States, North America"
570,The Avaya Group,https://images.crunchbase.com/image/upload/t_cb-default-original/hax4netnbznwcxalkdez,"The Avaya Group offers strategic advisory services, focusing on growth strategies and revenue-related areas for tech companies.",https://www.theavayagroup.com,https://www.linkedin.com/company/theavayagroup,https://www.crunchbase.com/organization/the-avaya-group,"New York, New York, United States, North America"
571,Westchester Oral & Maxillofacial Surgery & Implantology,https://images.crunchbase.com/image/upload/t_cb-default-original/ojjnot27jforcjkwp5r0,Westchester Oral & Maxilollofacial Surgery & Impla offers oral surgery and dental implants.,https://oralsurgeryofwestchester.com,https://www.linkedin.com/company/oralsurgeryofwestchester,https://www.crunchbase.com/organization/westchester-oral-maxillofacial-surgery-implantology,"Purchase, New York, United States, North America"
572,AGI Consulting,https://images.crunchbase.com/image/upload/t_cb-default-original/fpffpeewehhoemgxpztz,"AGI Consulting is a consulting firm that helps growers achieve their organic, structural, and market growth targets.",http://agiconsulting.us,,https://www.crunchbase.com/organization/agi-consulting,"New York, New York, United States, North America"
573,Equine Elixirs,https://images.crunchbase.com/image/upload/t_cb-default-original/ysj0mq3rucurith3zimy,"Equine Elixirs creates supplements for horses, focusing on health, recovery, and nutrition.",https://www.equineelixirs.com,https://www.linkedin.com/company/equine-elixirs/,https://www.crunchbase.com/organization/equine-elixirs,"Florida, New York, United States, North America"
574,Medetec,https://images.crunchbase.com/image/upload/t_cb-default-original/e6fwimes7mrjh082qkho,"Medetec is a medical billing company that provides practice management consulting, medical coding, and billing services.",https://medetec.com,https://www.linkedin.com/company/medetec-consulting-services,https://www.crunchbase.com/organization/medetec-7857,"Schenectady, New York, United States, North America"
575,Eurakany,https://images.crunchbase.com/image/upload/t_cb-default-original/lgy8zz48szcwsaagkdta,"Eurakany is a property development company that offers finance, protection, and management services.",https://www.eurekany.com,,https://www.crunchbase.com/organization/eurakany,"New City, New York, United States, North America"
576,New York Firefighters Heart & Lung,https://images.crunchbase.com/image/upload/t_cb-default-original/lefpfejassbfszjmtbzf,"New York Firefighters Heart & Lung is a medical center that offers cardiology, pulmonary, and orthopedics services for firefighters.",https://www.fdnyheart.com,https://www.linkedin.com/company/ny-firefighters-heart-and-lung,https://www.crunchbase.com/organization/new-york-firefighters-heart-lung,"Manhasset, New York, United States, North America"
577,Cruise Norway,https://images.crunchbase.com/image/upload/t_cb-default-original/cb242hunsfjucnoytzdq,"Cruise Norway offers small ship expeditions to destinations like Norway, Antarctica, and the North Pole.",http://cruisenorway.com,https://www.linkedin.com/company/cruise-norway,https://www.crunchbase.com/organization/cruise-norway,"New York, New York, United States, North America"
578,ACE Women’s Collective,https://images.crunchbase.com/image/upload/t_cb-default-original/drwv2tzsqs5ksnunhwo1,"ACE Women's Collective empowers junior women in finance with community support, transparency, and professional growth.",https://acewomenscollective.com,https://www.linkedin.com/company/ace-women-s-collective,https://www.crunchbase.com/organization/ace-women-s-collective,"New York, New York, United States, North America"
579,UNITY FUNDING,,Unity Funding offers alternative funding solutions to help businesses grow with quick and flexible financial assistance.,https://unity-funding.com,,https://www.crunchbase.com/organization/unity-funding,"New York, New York, United States, North America"
580,Alcent Capital,https://images.crunchbase.com/image/upload/t_cb-default-original/bcereffvwtu3bfffma4t,Global Venture Capital Firm,,,https://www.crunchbase.com/organization/alcent-capital,"New York, New York, United States, North America"
581,Gabriel Ventura Realty Advice,https://images.crunchbase.com/image/upload/t_cb-default-original/izzbcjgtu93ssf5jjirt,"Gabriel Ventura Realty offers real estate services, including buying and selling homes, mortgage advice, and property listings.",https://gvrealtyadvice.com,,https://www.crunchbase.com/organization/gabriel-ventura-realty-advice,"Lindenhurst, New York, United States, North America"
582,iThink Networks,https://images.crunchbase.com/image/upload/t_cb-default-original/z2meidj1zmiasvjxuexg,"iThink Networks is a software development company that provides mobile, web development, and cloud services.",https://ithinknetworks.com,,https://www.crunchbase.com/organization/ithink-networks,"New York, New York, United States, North America"
583,Long Island Brain and Spine,https://images.crunchbase.com/image/upload/t_cb-default-original/s5uezgevmyrmbk5dd1je,"Long Island Brain & Spine specializes in neurosurgery and pain management, offering treatments for brain and spine conditions.",https://longislandbrainandspine.com,https://www.linkedin.com/company/longislandbrainandspine,https://www.crunchbase.com/organization/long-island-brain-and-spine,"West Islip, New York, United States, North America"
584,Helena Renee PR,https://images.crunchbase.com/image/upload/t_cb-default-original/b4v4hi4azsr0wwvpdrcx,"Helena Renee PR is a public relations agency that offers branding, copywriting, and social media marketing services.",https://www.helenareneepr.com,,https://www.crunchbase.com/organization/helena-renee-pr,"New York, New York, United States, North America"
585,Leigh Adams Advertising,https://images.crunchbase.com/image/upload/t_cb-default-original/gwmbecfsyici5pgkf8tk,"Leigh Adams Advertising offers creative marketing solutions, including digital ads and SEO.",https://www.leighadamsadvertising.com,https://www.linkedin.com/company/leigh-adams-advertising,https://www.crunchbase.com/organization/leigh-adams-advertising,"Melville, New York, United States, North America"
586,BetDevSolutions,,"BetDevSolutions offers fintech advisory for strategy, value creation, and partnerships in the financial services industry.",https://betdevsolutions.com/,https://www.linkedin.com/company/betdevsolutions,https://www.crunchbase.com/organization/betdevsolutions,"New York, New York, United States, North America"
587,Nadler Dentistry,https://images.crunchbase.com/image/upload/t_cb-default-original/svdtytysek8nwzfiyfku,"Nadler Dentistry is a dentistry that offers general, cosmetic, and restorative dental treatments.",https://www.nadlerdentistry.com,https://www.linkedin.com/company/nadler-dentistry,https://www.crunchbase.com/organization/nadler-dentistry,"New City, New York, United States, North America"
588,The Analysis Factor,https://images.crunchbase.com/image/upload/t_cb-default-original/eduwu1fbevpg1tirtwwn,"The Analysis Factor offers statistical consulting, resources, and training through webinars, seminars, and workshops.",https://www.theanalysisfactor.com,https://www.linkedin.com/company/the-analysis-factor-llc,https://www.crunchbase.com/organization/the-analysis-factor,"Ithaca, New York, United States, North America"
589,Skorpion MGMT,https://images.crunchbase.com/image/upload/t_cb-default-original/itjuwf9denmbahqtvqgj,Skorpion MGMT is a professional modeling agency offering personalized management and representation services to models.,https://skorpionmgmt.com,https://www.linkedin.com/company/skorpion-mgmt,https://www.crunchbase.com/organization/skorpion-mgmt,"New York, New York, United States, North America"
590,CompuConnect,https://images.crunchbase.com/image/upload/t_cb-default-original/sytsgkvspah8w0z0bavx,"CompuConnect is an IT support company that offers cabling, managed printing, and VoIP services.",https://www.compuconnect.it,https://www.linkedin.com/company/compuconnect-inc,https://www.crunchbase.com/organization/compuconnect,"Brooklyn, New York, United States, North America"
591,Blockview Partners,https://images.crunchbase.com/image/upload/t_cb-default-original/ueetvpvom8uahjgqij1k,"Blockchain Intel offers blockchain analytics and insights, focusing on risk management and regulatory compliance.",https://blockviewpartners.com,https://www.linkedin.com/company/blockintel,https://www.crunchbase.com/organization/blockview-partners,"Madison, New York, United States, North America"
592,Judy’s Broker Network,https://images.crunchbase.com/image/upload/t_cb-default-original/po9pt7mkhzswd2obnff9,Judy's Broker Network is a boutique real estate firm specializing in the sale of select homes.,https://www.judysbrokernetwork.com,https://www.linkedin.com/company/judy-s-broker-network,https://www.crunchbase.com/organization/judy-s-broker-network,"Rochester, New York, United States, North America"
593,Malhame Co.,https://images.crunchbase.com/image/upload/t_cb-default-original/jdenwyaph8hdii6hnbpg,"Malhame Co. manufactures religious products like Catholic gifts, rosaries, and prayer cards.",https://www.malhame.com,https://www.linkedin.com/company/malhame-&-co/,https://www.crunchbase.com/organization/malhame-co,"Bohemia, New York, United States, North America"
594,Arts Business Collaborative,https://images.crunchbase.com/image/upload/t_cb-default-original/e58dpgoqwd0ohlw69ah1,Arts Business Collaborative offers consulting to enhance life quality for people of color via arts and STEM.,https://www.artsbusinesscollaborative.org,https://www.linkedin.com/company/arts-business-collaborative,https://www.crunchbase.com/organization/arts-business-collaborative,"Woodside, New York, United States, North America"
595,ABC Check Printing,https://images.crunchbase.com/image/upload/t_cb-default-original/bxvzt72tqh8dgtknvb4p,"ABC Check Printing specializes in check printing and banking supplies, offering customized solutions for businesses and individuals.",https://www.abccheckprinting.com,https://www.linkedin.com/company/abc-check-printing-corp,https://www.crunchbase.com/organization/abc-check-printing,"Brooklyn, New York, United States, North America"
